file,npy_path,class,label,is_augmented,status,output_path,duration_sec,error,timestamp
a103_MV.wav,D:\sop\data\processed\absent\a103_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a103_MV_decomposed.npz,228.9,,2026-03-08 13:42:25
a104_AV.wav,D:\sop\data\processed\absent\a104_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a104_AV_decomposed.npz,219.0,,2026-03-08 13:45:14
a104_MV.wav,D:\sop\data\processed\absent\a104_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a104_MV_decomposed.npz,307.5,,2026-03-08 13:46:14
a104_PV.wav,D:\sop\data\processed\absent\a104_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a104_PV_decomposed.npz,327.5,,2026-03-08 13:48:54
a104_TV.wav,D:\sop\data\processed\absent\a104_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a104_TV_decomposed.npz,309.3,,2026-03-08 13:51:22
a105_AV.wav,D:\sop\data\processed\absent\a105_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a105_AV_decomposed.npz,201.0,,2026-03-08 13:54:22
a105_MV.wav,D:\sop\data\processed\absent\a105_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a105_MV_decomposed.npz,304.7,,2026-03-08 13:56:32
a106_AV.wav,D:\sop\data\processed\absent\a106_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a106_AV_decomposed.npz,205.0,,2026-03-08 13:57:43
a106_MV.wav,D:\sop\data\processed\absent\a106_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a106_MV_decomposed.npz,262.1,,2026-03-08 14:01:08
a106_PV.wav,D:\sop\data\processed\absent\a106_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a106_PV_decomposed.npz,179.0,,2026-03-08 14:01:37
a106_TV.wav,D:\sop\data\processed\absent\a106_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a106_TV_decomposed.npz,196.6,,2026-03-08 14:04:36
a107_AV.wav,D:\sop\data\processed\absent\a107_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a107_AV_decomposed.npz,312.2,,2026-03-08 14:05:31
a107_MV.wav,D:\sop\data\processed\absent\a107_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a107_MV_decomposed.npz,274.7,,2026-03-08 14:07:53
a107_PV.wav,D:\sop\data\processed\absent\a107_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a107_PV_decomposed.npz,211.2,,2026-03-08 14:10:43
a107_TV.wav,D:\sop\data\processed\absent\a107_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a107_TV_decomposed.npz,274.4,,2026-03-08 14:12:27
a108_AV.wav,D:\sop\data\processed\absent\a108_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a108_AV_decomposed.npz,195.8,,2026-03-08 14:14:15
a108_MV.wav,D:\sop\data\processed\absent\a108_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a108_MV_decomposed.npz,201.7,,2026-03-08 14:17:02
a108_PV.wav,D:\sop\data\processed\absent\a108_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a108_PV_decomposed.npz,253.8,,2026-03-08 14:17:31
a108_TV.wav,D:\sop\data\processed\absent\a108_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a108_TV_decomposed.npz,156.6,,2026-03-08 14:20:24
a109_AV.wav,D:\sop\data\processed\absent\a109_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a109_AV_decomposed.npz,212.1,,2026-03-08 14:21:44
a109_MV.wav,D:\sop\data\processed\absent\a109_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a109_MV_decomposed.npz,251.7,,2026-03-08 14:23:01
a109_PV.wav,D:\sop\data\processed\absent\a109_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a109_PV_decomposed.npz,357.0,,2026-03-08 14:25:17
a109_TV.wav,D:\sop\data\processed\absent\a109_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a109_TV_decomposed.npz,302.8,,2026-03-08 14:27:13
a10_AV.wav,D:\sop\data\processed\absent\a10_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a10_AV_decomposed.npz,233.0,,2026-03-08 14:31:14
a10_MV.wav,D:\sop\data\processed\absent\a10_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a10_MV_decomposed.npz,312.2,,2026-03-08 14:32:16
a10_PV.wav,D:\sop\data\processed\absent\a10_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a10_PV_decomposed.npz,208.6,,2026-03-08 14:35:07
a10_TV.wav,D:\sop\data\processed\absent\a10_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a10_TV_decomposed.npz,345.2,,2026-03-08 14:37:29
a110_MV.wav,D:\sop\data\processed\absent\a110_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a110_MV_decomposed.npz,233.1,,2026-03-08 14:38:36
a110_PV.wav,D:\sop\data\processed\absent\a110_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a110_PV_decomposed.npz,281.7,,2026-03-08 14:42:29
a110_TV.wav,D:\sop\data\processed\absent\a110_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a110_TV_decomposed.npz,263.8,,2026-03-08 14:43:14
a111_MV.wav,D:\sop\data\processed\absent\a111_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a111_MV_decomposed.npz,351.5,,2026-03-08 14:47:11
a112_AV.wav,D:\sop\data\processed\absent\a112_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a112_AV_decomposed.npz,546.8,,2026-03-08 14:47:38
a112_MV.wav,D:\sop\data\processed\absent\a112_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a112_MV_decomposed.npz,480.5,,2026-03-08 14:53:03
a112_PV.wav,D:\sop\data\processed\absent\a112_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a112_PV_decomposed.npz,315.3,,2026-03-08 14:56:45
a112_TV.wav,D:\sop\data\processed\absent\a112_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a112_TV_decomposed.npz,425.2,,2026-03-08 15:01:04
a113_AV.wav,D:\sop\data\processed\absent\a113_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a113_AV_decomposed.npz,277.7,,2026-03-08 15:02:01
a113_MV.wav,D:\sop\data\processed\absent\a113_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a113_MV_decomposed.npz,382.0,,2026-03-08 15:06:38
a113_PV.wav,D:\sop\data\processed\absent\a113_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a113_PV_decomposed.npz,407.2,,2026-03-08 15:08:09
a113_TV.wav,D:\sop\data\processed\absent\a113_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a113_TV_decomposed.npz,284.4,,2026-03-08 15:13:01
a114_AV.wav,D:\sop\data\processed\absent\a114_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a114_AV_decomposed.npz,503.6,,2026-03-08 15:14:56
a114_MV.wav,D:\sop\data\processed\absent\a114_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a114_MV_decomposed.npz,360.8,,2026-03-08 15:17:45
a114_PV.wav,D:\sop\data\processed\absent\a114_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a114_PV_decomposed.npz,219.5,,2026-03-08 15:23:20
a114_TV.wav,D:\sop\data\processed\absent\a114_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a114_TV_decomposed.npz,300.2,,2026-03-08 15:23:46
a115_AV.wav,D:\sop\data\processed\absent\a115_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a115_AV_decomposed.npz,242.5,,2026-03-08 15:27:00
a115_MV.wav,D:\sop\data\processed\absent\a115_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a115_MV_decomposed.npz,222.7,,2026-03-08 15:28:47
a115_PV.wav,D:\sop\data\processed\absent\a115_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a115_PV_decomposed.npz,325.9,,2026-03-08 15:31:03
a115_TV.wav,D:\sop\data\processed\absent\a115_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a115_TV_decomposed.npz,220.3,,2026-03-08 15:32:30
a116_AV.wav,D:\sop\data\processed\absent\a116_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a116_AV_decomposed.npz,354.8,,2026-03-08 15:36:10
a116_MV.wav,D:\sop\data\processed\absent\a116_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a116_MV_decomposed.npz,328.4,,2026-03-08 15:36:29
a116_PV.wav,D:\sop\data\processed\absent\a116_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a116_PV_decomposed.npz,216.1,,2026-03-08 15:41:57
a116_TV.wav,D:\sop\data\processed\absent\a116_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a116_TV_decomposed.npz,208.5,,2026-03-08 15:42:05
a117_AV.wav,D:\sop\data\processed\absent\a117_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a117_AV_decomposed.npz,186.3,,2026-03-08 15:45:33
a117_MV.wav,D:\sop\data\processed\absent\a117_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a117_MV_decomposed.npz,261.4,,2026-03-08 15:45:34
a117_PV.wav,D:\sop\data\processed\absent\a117_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a117_PV_decomposed.npz,233.7,,2026-03-08 15:48:40
a117_TV.wav,D:\sop\data\processed\absent\a117_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a117_TV_decomposed.npz,182.0,,2026-03-08 15:49:55
a118_AV.wav,D:\sop\data\processed\absent\a118_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a118_AV_decomposed.npz,224.0,,2026-03-08 15:52:34
a118_MV.wav,D:\sop\data\processed\absent\a118_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a118_MV_decomposed.npz,226.8,,2026-03-08 15:52:57
a118_PV.wav,D:\sop\data\processed\absent\a118_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a118_PV_decomposed.npz,246.9,,2026-03-08 15:56:18
a118_TV.wav,D:\sop\data\processed\absent\a118_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a118_TV_decomposed.npz,227.9,,2026-03-08 15:56:44
a119_AV.wav,D:\sop\data\processed\absent\a119_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a119_AV_decomposed.npz,297.0,,2026-03-08 16:00:25
a11_AV.wav,D:\sop\data\processed\absent\a11_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a11_AV_decomposed.npz,220.9,,2026-03-08 16:00:32
a11_MV.wav,D:\sop\data\processed\absent\a11_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a11_MV_decomposed.npz,307.2,,2026-03-08 16:04:13
a11_PV.wav,D:\sop\data\processed\absent\a11_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a11_PV_decomposed.npz,92.6,,2026-03-08 16:05:22
a11_TV.wav,D:\sop\data\processed\absent\a11_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a11_TV_decomposed.npz,201.4,,2026-03-08 16:06:55
a120_AV.wav,D:\sop\data\processed\absent\a120_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a120_AV_decomposed.npz,339.9,,2026-03-08 16:09:21
a120_MV.wav,D:\sop\data\processed\absent\a120_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a120_MV_decomposed.npz,275.6,,2026-03-08 16:10:16
a120_PV.wav,D:\sop\data\processed\absent\a120_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a120_PV_decomposed.npz,272.0,,2026-03-08 16:14:52
a120_TV.wav,D:\sop\data\processed\absent\a120_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a120_TV_decomposed.npz,276.5,,2026-03-08 16:15:01
a121_AV.wav,D:\sop\data\processed\absent\a121_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a121_AV_decomposed.npz,221.1,,2026-03-08 16:19:24
a121_MV.wav,D:\sop\data\processed\absent\a121_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a121_MV_decomposed.npz,363.8,,2026-03-08 16:19:38
a121_PV.wav,D:\sop\data\processed\absent\a121_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a121_PV_decomposed.npz,414.8,,2026-03-08 16:23:06
a121_TV.wav,D:\sop\data\processed\absent\a121_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a121_TV_decomposed.npz,395.1,,2026-03-08 16:25:41
a122_PV.wav,D:\sop\data\processed\absent\a122_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a122_PV_decomposed.npz,423.0,,2026-03-08 16:32:10
a123_AV.wav,D:\sop\data\processed\absent\a123_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a123_AV_decomposed.npz,344.4,,2026-03-08 16:32:33
a123_MV.wav,D:\sop\data\processed\absent\a123_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a123_MV_decomposed.npz,468.2,,2026-03-08 16:38:19
a123_PV.wav,D:\sop\data\processed\absent\a123_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a123_PV_decomposed.npz,402.3,,2026-03-08 16:39:15
a123_TV.wav,D:\sop\data\processed\absent\a123_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a123_TV_decomposed.npz,274.5,,2026-03-08 16:45:57
a124_AV.wav,D:\sop\data\processed\absent\a124_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a124_AV_decomposed.npz,338.2,,2026-03-08 16:46:08
a124_MV.wav,D:\sop\data\processed\absent\a124_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a124_MV_decomposed.npz,402.5,,2026-03-08 16:50:32
a124_PV.wav,D:\sop\data\processed\absent\a124_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a124_PV_decomposed.npz,130.5,,2026-03-08 16:51:46
a125_AV.wav,D:\sop\data\processed\absent\a125_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a125_AV_decomposed.npz,416.9,,2026-03-08 16:53:56
a125_MV.wav,D:\sop\data\processed\absent\a125_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a125_MV_decomposed.npz,258.2,,2026-03-08 16:57:15
a125_PV.wav,D:\sop\data\processed\absent\a125_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a125_PV_decomposed.npz,308.2,,2026-03-08 17:00:54
a125_TV.wav,D:\sop\data\processed\absent\a125_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a125_TV_decomposed.npz,437.3,,2026-03-08 17:01:34
a126_AV.wav,D:\sop\data\processed\absent\a126_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a126_AV_decomposed.npz,281.0,,2026-03-08 17:06:02
a126_MV.wav,D:\sop\data\processed\absent\a126_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a126_MV_decomposed.npz,298.0,,2026-03-08 17:08:51
a126_TV.wav,D:\sop\data\processed\absent\a126_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a126_TV_decomposed.npz,340.7,,2026-03-08 17:10:44
a127_PV.wav,D:\sop\data\processed\absent\a127_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a127_PV_decomposed.npz,255.3,,2026-03-08 17:13:50
a128_AV_1.wav,D:\sop\data\processed\absent\a128_AV_1.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a128_AV_1_decomposed.npz,223.9,,2026-03-08 17:16:28
a128_AV_2.wav,D:\sop\data\processed\absent\a128_AV_2.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a128_AV_2_decomposed.npz,203.6,,2026-03-08 17:18:06
a128_MV_1.wav,D:\sop\data\processed\absent\a128_MV_1.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a128_MV_1_decomposed.npz,250.5,,2026-03-08 17:20:12
a128_MV_2.wav,D:\sop\data\processed\absent\a128_MV_2.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a128_MV_2_decomposed.npz,50.7,,2026-03-08 17:21:30
a128_PV.wav,D:\sop\data\processed\absent\a128_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a128_PV_decomposed.npz,294.8,,2026-03-08 17:22:20
a128_TV.wav,D:\sop\data\processed\absent\a128_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a128_TV_decomposed.npz,219.3,,2026-03-08 17:24:22
a129_AV.wav,D:\sop\data\processed\absent\a129_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a129_AV_decomposed.npz,226.6,,2026-03-08 17:27:15
a129_MV.wav,D:\sop\data\processed\absent\a129_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a129_MV_decomposed.npz,210.2,,2026-03-08 17:28:02
a129_PV.wav,D:\sop\data\processed\absent\a129_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a129_PV_decomposed.npz,218.4,,2026-03-08 17:31:02
a129_TV.wav,D:\sop\data\processed\absent\a129_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a129_TV_decomposed.npz,324.3,,2026-03-08 17:31:32
a12_AV.wav,D:\sop\data\processed\absent\a12_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a12_AV_decomposed.npz,344.9,,2026-03-08 17:34:41
a12_MV.wav,D:\sop\data\processed\absent\a12_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a12_MV_decomposed.npz,258.7,,2026-03-08 17:36:56
a12_PV.wav,D:\sop\data\processed\absent\a12_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a12_PV_decomposed.npz,255.0,,2026-03-08 17:40:26
a12_TV.wav,D:\sop\data\processed\absent\a12_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a12_TV_decomposed.npz,368.7,,2026-03-08 17:41:15
a130_MV.wav,D:\sop\data\processed\absent\a130_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a130_MV_decomposed.npz,328.7,,2026-03-08 17:44:41
a131_AV.wav,D:\sop\data\processed\absent\a131_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a131_AV_decomposed.npz,359.4,,2026-03-08 17:47:24
a131_MV.wav,D:\sop\data\processed\absent\a131_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a131_MV_decomposed.npz,400.7,,2026-03-08 17:50:10
a131_PV.wav,D:\sop\data\processed\absent\a131_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a131_PV_decomposed.npz,270.6,,2026-03-08 17:53:24
a131_TV.wav,D:\sop\data\processed\absent\a131_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a131_TV_decomposed.npz,234.2,,2026-03-08 17:56:51
a132_AV.wav,D:\sop\data\processed\absent\a132_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a132_AV_decomposed.npz,364.7,,2026-03-08 17:57:54
a132_MV.wav,D:\sop\data\processed\absent\a132_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a132_MV_decomposed.npz,409.5,,2026-03-08 18:00:45
a132_PV.wav,D:\sop\data\processed\absent\a132_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a132_PV_decomposed.npz,290.2,,2026-03-08 18:04:00
a132_TV.wav,D:\sop\data\processed\absent\a132_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a132_TV_decomposed.npz,449.4,,2026-03-08 18:07:35
a133_PV.wav,D:\sop\data\processed\absent\a133_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a133_PV_decomposed.npz,535.9,,2026-03-08 18:08:50
a133_TV.wav,D:\sop\data\processed\absent\a133_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a133_TV_decomposed.npz,486.3,,2026-03-08 18:15:04
a134_MV.wav,D:\sop\data\processed\absent\a134_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a134_MV_decomposed.npz,462.7,,2026-03-08 18:17:46
a134_PV.wav,D:\sop\data\processed\absent\a134_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a134_PV_decomposed.npz,355.8,,2026-03-08 18:23:11
a134_TV.wav,D:\sop\data\processed\absent\a134_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a134_TV_decomposed.npz,287.0,,2026-03-08 18:25:29
a135_AV.wav,D:\sop\data\processed\absent\a135_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a135_AV_decomposed.npz,469.9,,2026-03-08 18:29:06
a135_MV.wav,D:\sop\data\processed\absent\a135_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a135_MV_decomposed.npz,318.8,,2026-03-08 18:30:16
a136_AV.wav,D:\sop\data\processed\absent\a136_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a136_AV_decomposed.npz,276.7,,2026-03-08 18:35:35
a136_MV.wav,D:\sop\data\processed\absent\a136_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a136_MV_decomposed.npz,185.7,,2026-03-08 18:36:57
a136_PV.wav,D:\sop\data\processed\absent\a136_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a136_PV_decomposed.npz,437.1,,2026-03-08 18:40:03
a136_TV.wav,D:\sop\data\processed\absent\a136_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a136_TV_decomposed.npz,189.2,,2026-03-08 18:40:12
a137_MV.wav,D:\sop\data\processed\absent\a137_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a137_MV_decomposed.npz,362.8,,2026-03-08 18:43:22
a137_PV.wav,D:\sop\data\processed\absent\a137_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a137_PV_decomposed.npz,220.1,,2026-03-08 18:47:20
a137_TV.wav,D:\sop\data\processed\absent\a137_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a137_TV_decomposed.npz,313.4,,2026-03-08 18:49:25
a138_AV.wav,D:\sop\data\processed\absent\a138_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a138_AV_decomposed.npz,389.6,,2026-03-08 18:51:01
a138_MV.wav,D:\sop\data\processed\absent\a138_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a138_MV_decomposed.npz,273.4,,2026-03-08 18:54:38
a138_PV.wav,D:\sop\data\processed\absent\a138_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a138_PV_decomposed.npz,238.6,,2026-03-08 18:57:31
a138_TV.wav,D:\sop\data\processed\absent\a138_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a138_TV_decomposed.npz,275.0,,2026-03-08 18:59:12
a139_AV.wav,D:\sop\data\processed\absent\a139_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a139_AV_decomposed.npz,252.2,,2026-03-08 19:01:29
a139_MV.wav,D:\sop\data\processed\absent\a139_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a139_MV_decomposed.npz,226.9,,2026-03-08 19:03:47
a139_PV.wav,D:\sop\data\processed\absent\a139_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a139_PV_decomposed.npz,212.7,,2026-03-08 19:05:42
a139_TV.wav,D:\sop\data\processed\absent\a139_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a139_TV_decomposed.npz,295.2,,2026-03-08 19:07:35
a13_AV.wav,D:\sop\data\processed\absent\a13_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a13_AV_decomposed.npz,154.4,,2026-03-08 19:09:15
a13_MV.wav,D:\sop\data\processed\absent\a13_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a13_MV_decomposed.npz,161.2,,2026-03-08 19:11:50
a13_PV.wav,D:\sop\data\processed\absent\a13_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a13_PV_decomposed.npz,130.9,,2026-03-08 19:12:30
a13_TV.wav,D:\sop\data\processed\absent\a13_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a13_TV_decomposed.npz,275.3,,2026-03-08 19:14:31
a140_AV.wav,D:\sop\data\processed\absent\a140_AV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a140_AV_decomposed.npz,223.0,,2026-03-08 19:14:41
a140_MV.wav,D:\sop\data\processed\absent\a140_MV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a140_MV_decomposed.npz,240.0,,2026-03-08 19:18:24
a140_PV.wav,D:\sop\data\processed\absent\a140_PV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a140_PV_decomposed.npz,226.3,,2026-03-08 19:19:07
a140_TV.wav,D:\sop\data\processed\absent\a140_TV.npy,absent,0,False,completed,D:\sop\data\decomposed\absent\a140_TV_decomposed.npz,313.5,,2026-03-08 19:22:25
