file,class,u1_perm_entropy,u1_sample_entropy,u1_kraskov_entropy,u2_perm_entropy,u2_sample_entropy,u2_kraskov_entropy,u3_perm_entropy,u3_sample_entropy,u3_kraskov_entropy,u4_perm_entropy,u4_sample_entropy,u4_kraskov_entropy
a103_AV_1_decomposed,absent,0.5733228126078963,2.010813035290445,-2.7945557035342423,0.6155382515972407,2.2257490440456036,-2.9620331568024856,0.677368587801791,1.8198314880065922,-3.03555194342915,0.7434611650591975,1.5009425979708342,-3.557738409060187
a103_AV_2_decomposed,absent,0.5158097767023794,1.1868941524249212,-2.131397141551897,0.5987733055500104,1.05880603826765,-2.1546687057723144,0.6657121330224113,1.1862564710539332,-2.250883169666456,0.7548788510753422,1.311014598150848,-2.599981114389979
a103_AV_3_decomposed,absent,0.5370127732515136,1.9107365348767027,-2.5754649637624683,0.6089861289711137,1.9003500567000242,-2.3416179937874357,0.7785407137276078,0.5827753537149161,-3.4703428751843965,0.9641635769783241,0.10619224724640923,-4.58398255984807
a103_MV_decomposed,absent,0.5529963650455797,1.9059306145676596,-2.7539978455928846,0.7681529980814835,0.4340598168947677,-3.7232773470505993,0.9660106976364368,0.5842131566970252,-4.152501702429277,0.9874862756485825,0.20284518651480485,-4.0651681251108895
a104_AV_decomposed,absent,0.5131746417507187,1.5725717337722724,-3.9566701620468043,0.5875869173535607,1.9093821585357986,-3.7350857742598214,0.6925303828086677,2.006263657951324,-3.881511472468797,0.8725330275353391,0.8408387241212033,-4.904331963795996
a104_MV_decomposed,absent,0.6098448679564259,1.9097642589599508,-3.349862937753638,0.7142065713550649,1.4834966890762131,-4.054698044160987,0.8152829911651761,1.251576024735818,-4.653076710456829,0.9326218666335211,0.9714589380253463,-4.760434694105492
a104_PV_decomposed,absent,0.5169892146512436,1.879679052572486,-2.874391814940716,0.5940741036724118,1.7082150071007007,-3.0687645477760794,0.7010688231279272,1.2758074838510434,-3.96828898546116,0.8000833965727295,1.0955815241114617,-4.520340504896466
a104_TV_decomposed,absent,0.6258362090738083,1.7181811300509,-3.494310873172541,0.665545951412942,1.7470114040876878,-3.7263546383981323,0.730746199501613,1.2870207644693137,-4.020880731215029,0.8294904656167333,1.2866807169948218,-4.4497833447799495
a105_AV_decomposed,absent,0.6065690763725662,1.7215976905359298,-3.316639813323315,0.7306160149696169,0.874068101451799,-3.375775928021585,0.8667633595556417,0.9986537785700355,-3.8774785996822105,0.9368106241934633,0.8977252951463759,-3.941090106994751
a105_MV_decomposed,absent,0.5446362865087986,1.9870682215484583,-2.207251300647953,0.6184414955904095,1.681241644562858,-2.5537411445042846,0.7346395101426788,1.1440571509900608,-3.078514462030907,0.8186385438806381,1.1131947119623418,-3.351580588389168
a106_AV_decomposed,absent,0.5995353958648341,1.611916228448468,-3.342674223206507,0.6884679873900226,1.2875244306921443,-3.769326504340313,0.8438980408900056,0.5553550230745652,-4.535804704850597,0.9163980032674804,0.2832145173707538,-4.7197070208887775
a106_MV_decomposed,absent,0.5757890231992238,2.094085348639487,-2.3947826468894036,0.6085872741463639,1.8959717849728337,-2.450274526415689,0.6580364111849497,1.649148808326368,-2.8357057739512364,0.7741147480731021,1.2341875257489419,-3.5872109996905444
a106_PV_decomposed,absent,0.5115524163704451,2.17362875673899,-2.479091848306476,0.6109428036645473,1.9435845666116638,-2.9895805432371585,0.6730102868574483,2.019793005836297,-3.2617297396993106,0.7860147856334191,1.4336966000144282,-3.7420932293093756
a106_TV_decomposed,absent,0.5598569787584197,1.757093229125528,-2.783332368561487,0.649024106963232,1.3900479354984094,-3.1511323394632695,0.6984759403789048,1.4702288126050116,-3.3536211742892403,0.8484707768060316,1.4845050250647762,-4.227977219413977
a107_AV_decomposed,absent,0.5172926881529843,2.3639937211219344,-3.4079051170021337,0.590526638377241,1.778390286145755,-3.1329094874233014,0.793489907617531,1.4064549327181994,-3.9416605601799892,0.8992451347617182,1.0708596201389333,-4.196977886705532
a107_MV_decomposed,absent,0.5237113795156575,1.8882197354153487,-3.006878414196313,0.5810930655232838,1.7601193780271382,-2.9303277445750124,0.6412811005792918,1.6861305332222565,-3.0592085155122968,0.7042851356240534,1.3072068545887816,-3.6683853589884423
a107_PV_decomposed,absent,0.541776120651282,1.4534336639574224,-3.14271254122798,0.6003347909162542,1.4413468674527843,-3.3659207697411375,0.6445999724703628,1.4175709427965748,-3.626078697014239,0.754524606587875,1.3139553350229243,-4.080210010314075
a107_TV_decomposed,absent,0.6021402930941336,1.7975669459030958,-2.2316520172177903,0.6683025877646527,1.6275872309397041,-2.620880424099494,0.731095901305625,1.3924695073326516,-2.839132464452101,0.7824975049347735,1.6565355012583984,-2.883024139394619
a108_AV_decomposed,absent,0.5744916023809624,1.6652753221188015,-3.05576289802468,0.628223387838373,1.6546867751209786,-3.390093594710354,0.6844631801074857,1.810278516995097,-3.3687212067243424,0.7975570533577044,1.3409502872384127,-4.062418382082991
a108_MV_decomposed,absent,0.5265440067300521,1.881119643539216,-3.470330417334286,0.6028264090058503,1.9405047304882437,-3.5087976517241373,0.6682285609535357,1.6884824849612652,-3.588949302450466,0.898837840284365,1.1882101257371358,-4.9197854128726695
a108_PV_decomposed,absent,0.5253051590675646,1.995872508880881,-2.543376509675886,0.5880216586412975,1.6679518285219552,-2.90817902904662,0.6465153777640181,1.9037645276044148,-3.0824318784718825,0.7363553554099401,1.6636842889876104,-3.5539178260873117
a108_TV_decomposed,absent,0.5690741953982333,1.8577174370197047,-2.5004514755651304,0.6296211046515904,1.8330988899341494,-2.82162652634944,0.6720354693867651,1.5940825243508583,-3.1131114851176935,0.7672629682441446,1.2520085994054677,-3.7684625529849836
a109_AV_decomposed,absent,0.5664142684233014,1.7324084155118893,-2.9452537428199452,0.6732480076487142,1.3319120303464211,-3.714364403553051,0.7374003493192465,1.221307583565935,-4.105506342137457,0.9135381991973476,0.977888262464039,-4.789691495120301
a109_MV_decomposed,absent,0.5953982003764551,1.3303042536024585,-3.018005655878256,0.666510821963131,1.098181718155523,-3.3304436742663066,0.7250074710872093,1.1388187091461366,-3.486786291846909,0.8030039655039105,1.0354036639764073,-3.771604498640955
a109_PV_decomposed,absent,0.5418653728086283,2.3118444184063187,-2.448833674396087,0.6223892604411082,1.5452127840162584,-2.5334221130545336,0.8379083720816627,0.6652539317098157,-4.049343825874845,0.9525603941856629,0.2622259869442814,-3.9427057883419723
a109_TV_decomposed,absent,0.5894453854825895,1.6457395391102405,-2.5576714380654124,0.6242101793178817,1.6085525648773171,-2.560104917712402,0.6630820682155345,1.5119758058255692,-2.9810234811974814,0.715229881675318,1.5335804874416614,-3.3854551849964256
a10_AV_decomposed,absent,0.5479234360213662,1.7838292135518805,-2.7930614099052624,0.6254739052713013,1.944028680955326,-3.2908332830964833,0.7429371986314764,1.6417269303815731,-3.6717317499770887,0.8743511288802002,1.3318548957208067,-4.20483159773432
a10_MV_decomposed,absent,0.529033579125127,2.080829466954198,-3.079060845164241,0.6161828443739563,1.8090225366517108,-3.502837964945665,0.6618346313669154,1.7254313528281748,-3.62912209981842,0.7709894013054421,1.5472247279324796,-4.041405969962544
a10_PV_decomposed,absent,0.5004715945777466,2.21752984349628,-2.9506044270592655,0.6460806085254909,1.905062497391283,-3.362196412283401,0.7557798898868417,1.5786882605673789,-3.8699499758779714,0.9289104139007415,0.884712296237449,-4.3839360231803015
a10_TV_decomposed,absent,0.5517420335798565,1.7669794402292782,-2.633562296042949,0.6592222528591071,1.421613113896225,-2.9439427664697355,0.7123439152765465,1.1997560053204996,-3.0882095104733063,0.7517100034783218,1.311619506238985,-3.2465904963397767
a110_MV_decomposed,absent,0.5588707482229112,1.9459101490551012,-3.815436389377063,0.7912792673112058,0.32795388713555845,-5.03110999839592,0.9208317514955119,0.18950460141550154,-5.472058574694869,0.9832910597755757,0.26495338578776906,-5.913413638697864
a110_PV_decomposed,absent,0.5001859736996078,1.8996808057471917,-2.594951167454548,0.567201692162726,1.6094379124339993,-2.503116794704562,0.6680700099441736,1.882029739162096,-3.1949437615535796,0.8277822214460622,0.752831542772814,-4.531802927047722
a110_TV_decomposed,absent,0.49965189509845404,2.0029268294951628,-3.227492765417649,0.8286223819148211,1.0410365996291013,-4.673370922725316,0.9956547345611788,0.31778129604496175,-5.322466902738495,0.9965730275628905,0.311671826478808,-5.403805342331766
a111_MV_decomposed,absent,0.6632615133943583,0.7741802711755886,-2.3824153476733025,0.775759545798555,0.5514572008034062,-2.825233238404868,0.8783663228156747,0.18346728467674472,-3.293973456924183,0.9955016284683935,0.13182766071172286,-3.8003047256780684
a112_AV_decomposed,absent,0.5397089612951594,1.0011814818605953,-3.7439928153691433,0.5883427566243684,1.3297035808309015,-3.7125169690794664,0.7231733580112896,1.4245024159587056,-4.079205956876954,0.8937957909771388,0.9017106744123542,-4.655131239236618
a112_MV_decomposed,absent,0.5257484981718972,1.7449440980565987,-3.4265695046515,0.5980899146294869,1.5450926093436008,-3.409767419972934,0.6738341554098012,1.0053282735000388,-3.961594831754142,0.9060543873093516,1.242271068972059,-4.772760238386584
a112_PV_decomposed,absent,0.5685855950802985,1.572292392643081,-2.9155730728308065,0.6358202983903484,1.7550334429853707,-3.0247170096907574,0.6887343015779419,1.5898019379171624,-3.393151654512854,0.7749555915018832,1.3110995417221825,-4.003992266660515
a112_TV_decomposed,absent,0.630071498861155,1.583071036593284,-2.8168207748228493,0.669976716429692,1.562850157595061,-3.118604617028236,0.7639477830201162,1.2255926377554986,-3.90848221674728,0.8840939083411379,1.2166737595204764,-4.212462010181558
a113_AV_decomposed,absent,0.5458711028688076,1.728486698216111,-3.132460336092123,0.613808716214652,1.6218177129075533,-3.2216432152148755,0.7198822684010985,1.639418744645911,-3.6010611394587793,0.9141407848502379,1.543731274597877,-4.5086287005392895
a113_MV_decomposed,absent,0.5663060038185412,1.9235956588695622,-2.778329842828456,0.6196207949849203,1.719836908145485,-3.1932749078918974,0.6721676628712862,1.6649314131402004,-3.5643292439569336,0.742276706341844,1.5168303478998586,-3.910312568422216
a113_PV_decomposed,absent,0.5360817308913038,1.8096170866276848,-2.5514736658086363,0.6223954561516664,1.657044962725182,-3.320956641801806,0.7042252751261867,1.5049712515843523,-3.5629996861939324,0.822864591666062,1.3182408978748386,-4.326433583874793
a113_TV_decomposed,absent,0.5209608492995612,1.2971943663337253,-3.4523294545284564,0.5637968085194868,1.3544804928746184,-3.112354525715342,0.6575339290452309,1.2524608993191926,-3.782824816520269,0.745022571502297,1.3362061850860594,-3.9072058004410524
a114_AV_decomposed,absent,0.619898804481119,1.8217403014398086,-3.679684511836138,0.8018969158980704,1.1614342445333408,-4.916719698206829,0.8632828941543361,0.9274284762845982,-5.26740800688554,0.9304019914204928,0.8645485900551209,-5.39880249094169
a114_MV_decomposed,absent,0.5056325639630378,1.7932464583494472,-3.089726610616035,0.5786036190289722,1.8007281392106274,-3.2966617303579984,0.7208893274554423,1.2998574656764563,-4.241551501698473,0.8142143656306208,1.1193321036417163,-4.366513488902215
a114_PV_decomposed,absent,0.5453130896833879,1.6951122497113391,-3.589268498648263,0.700345506471176,1.7542475091010428,-3.6404083488216603,0.9399057150307474,1.043055093658469,-4.59816277858427,0.9892898001448055,1.1220037281952109,-4.536998082872244
a114_TV_decomposed,absent,0.6409029894236259,1.6944605582411654,-4.092346633203818,0.7423314951917626,1.5915437193285935,-4.441431968362548,0.8133849513534038,1.282108046720826,-4.856739773221071,0.9598878161156015,0.5619057743718433,-5.449996317359054
a115_AV_decomposed,absent,0.6322673079159195,1.233342702775592,-4.090319585594364,0.6832123274336993,1.3965200141316023,-4.290003381089535,0.7677357071007473,1.080996791107983,-4.710153873486287,0.9384884429309959,1.086832047725265,-5.3054908967737235
a115_MV_decomposed,absent,0.6017773280113026,1.7744454371605025,-3.4561731376523337,0.6771759156657801,1.7812219639251383,-4.221571810361376,0.8357728944764252,0.34772411341864695,-5.3268696276487075,0.8907764889898572,0.23775892577233063,-5.405585281639124
a115_PV_decomposed,absent,0.5764188823535913,1.6486586255872908,-2.6004507394335983,0.6146343404558176,1.569727283373187,-3.1137909479947963,0.7116850887913088,1.5039770203646114,-3.596165296133978,0.8526207136452864,0.6290510970003458,-4.553845436198084
a115_TV_decomposed,absent,0.6199434790278473,1.4667578999410897,-4.257877342781547,0.6992210100312158,1.3759423017988197,-4.469379066239392,0.8496522984194624,0.92768733717985,-5.165309457196078,0.965078831300841,0.5370810336586571,-5.469625082712764
a116_AV_decomposed,absent,0.6198493232849883,1.8841327893587967,-3.5959624634991565,0.6835667103053756,1.688381114774038,-3.8879900549105395,0.7580496725004913,1.7295462847262864,-3.9465645536680407,0.8801937426126982,1.4304498054426955,-4.449948222560324
a116_MV_decomposed,absent,0.5281583792095564,1.5683161127846472,-3.800508650888875,0.6276228091071723,1.4471951116139532,-3.7891689440668914,0.6928475531567059,1.5311253089982448,-3.6588944568576967,0.8189252744782196,1.444920980273576,-4.37894143102445
a116_PV_decomposed,absent,0.48980250756701765,1.8566043159917465,-2.3103774279641467,0.5812221844769443,1.8701871025259977,-3.0981176428173844,0.6849971331042823,1.2464338334436642,-3.4863620553608685,0.9266503096129329,1.2701044435318094,-4.221891214744281
a116_TV_decomposed,absent,0.6161593721713482,1.4944288036603464,-3.772313266819765,0.712111028287,1.2731213057252004,-4.079895654930508,0.757557467754565,1.4718984984119425,-4.190946893102216,0.8215735189152397,1.3619077838443752,-4.638967852474415
a117_AV_decomposed,absent,0.7448128522390315,0.6250847089551679,-4.979784551013432,0.8472660649860545,0.5524372671362888,-5.157185748171625,0.9463515529203457,0.7273022044333126,-5.024983014932276,0.993785725017304,0.41149935747075717,-5.211784386059619
a117_MV_decomposed,absent,0.6347025279880502,1.7484171634291168,-4.014814140200989,0.7057695550679934,1.0848487018570898,-4.479854885444026,0.7770912514292162,1.02648801633258,-4.67534872289439,0.9401037721177721,0.9156183983714095,-4.957163402650907
a117_PV_decomposed,absent,0.5397312183497874,1.8616291491882633,-3.4413730106951013,0.5994668305725749,1.7015696283116215,-3.435608841314342,0.6951724444001365,1.2966154266964582,-4.119638757169198,0.8300510690784698,0.8229206060054165,-5.014839160259794
a117_TV_decomposed,absent,0.5090737794057604,1.682619529727503,-3.583033621674206,0.6013853231246407,1.6725060945632788,-3.525307752447935,0.8687313751498482,1.1852105278703915,-5.161793682227802,0.9424736710889838,0.46591799322807415,-5.457336773095752
a118_AV_decomposed,absent,0.8423458141342891,1.0149047724235054,-5.365814732606165,0.9127403096647602,0.5936819982684811,-5.3929472764600535,0.9634089030964904,0.4779736946313043,-5.586142905399693,0.9893705253626401,0.56619099423712,-5.7447374847267225
a118_MV_decomposed,absent,0.5721212751149221,1.8562979903653918,-3.56871795075827,0.8264793056943265,0.6040136845140543,-5.211557292905446,0.9124804536150599,0.3059520841815856,-5.331445299517543,0.9585283253365577,0.47248463783977024,-5.1931537243016015
a118_PV_decomposed,absent,0.8345972407614229,0.7139790302036926,-5.478573863630026,0.9143304036043586,0.213452021644635,-5.749074835762099,0.9533022912693551,0.2215540926772221,-5.787092423583329,0.9874010171572807,0.3037177161049237,-5.998554776920355
a118_TV_decomposed,absent,0.6795420143977636,1.1199903588194422,-4.2118660363248255,0.8053850028711727,0.5267622160288005,-5.069254387443606,0.8884244554004466,0.3485518757718607,-5.640795993275208,0.9331277290589636,0.24131030439060666,-5.655961663453772
a119_AV_decomposed,absent,0.593473665063576,1.6560752232421705,-2.1834276609693486,0.7479172759856504,1.539538175917092,-3.0352448917987775,0.8241122959472809,1.373235411097718,-3.081239573269282,0.949022119098983,1.2547655057108333,-3.499992682002504
a11_AV_decomposed,absent,0.542439355740509,1.6972686258069654,-3.243588769913737,0.6577199844613111,0.9346054020465413,-3.103153052619594,0.8700359509516205,0.6262208022413754,-4.463920075238083,0.979063997573572,0.08782621523840393,-4.435647633036486
a11_MV_decomposed,absent,0.5056270145851627,1.7547708998584834,-2.6739514081521696,0.6049963320220829,1.6648035082689498,-3.154806062808073,0.6662366275774976,1.5705758793419644,-3.5702131466109517,0.9229433847066136,0.6883538119386019,-4.562532393471675
a11_PV_decomposed,absent,0.5809112958705624,1.328753406438995,-3.0842403426619995,0.6148866120349483,1.5147932130298414,-3.2135808961297796,0.6596415535868216,1.220998753915839,-3.490293923935819,0.7228313225476928,1.222409886717368,-3.868695209862884
a11_TV_decomposed,absent,0.5143416103249303,1.4100219222807389,-1.641473856776548,0.6169616305654357,1.4450307324395415,-2.466487780814636,0.7007271713369442,1.121530603628789,-2.8413221670264974,0.9093907864099704,0.9695185841152257,-3.903638904905267
a120_AV_decomposed,absent,0.5447442112873536,2.0310977064618023,-3.1315586294894544,0.6148097350539371,1.801697439218031,-3.3860002897021237,0.7291187785543715,1.5299916855416509,-4.161737188274661,0.8786519024977767,0.9952291672360708,-4.584348157153763
a120_MV_decomposed,absent,0.5714227037791563,1.578511920870902,-3.319511535931838,0.6692739053156107,1.344120486212996,-3.451413855145062,0.756862281166436,1.33843281970089,-3.7994149819004237,0.9207939417406543,0.5981024028063583,-4.771835258795082
a120_PV_decomposed,absent,0.5787439320801994,1.7014203021456147,-2.475018271937185,0.653067559466136,1.719000114945513,-2.6483712550536254,0.7535687988429071,1.4733740417876369,-3.161068449442574,0.8503801578388605,1.0202039196663715,-3.49198294716769
a120_TV_decomposed,absent,0.49412207987566276,1.9738189371719839,-2.736193078592999,0.600693076932961,1.942519165812552,-2.6283458063988405,0.6743499764519959,1.8441455469248775,-2.6697634969866986,0.7463330094050846,1.7774857470154601,-3.3021294010029782
a121_AV_decomposed,absent,0.5490281010501897,1.980673007703752,-4.047224445672909,0.7489303388699395,1.5086662226041687,-4.475167723248702,0.8890049136020733,1.1596766591405208,-4.674116348529011,0.9466769142128041,0.8831854944433698,-4.642210338589629
a121_MV_decomposed,absent,0.6189345319161402,1.7639327671054088,-4.244651453269063,0.6688516208802018,1.7527740225149797,-4.303884763834337,0.8303595391762241,1.094984238312609,-4.632919144918341,0.9595776716598563,0.8962417591375174,-5.109972971695435
a121_PV_decomposed,absent,0.5411561535208996,1.9625772015402443,-2.993441426638352,0.6763097295837445,1.9501412375479563,-3.3069110661682917,0.8694196516388901,0.4705142240998188,-4.636658007645566,0.9559193445090648,0.8792558712926904,-4.793796725117638
a121_TV_decomposed,absent,0.5856673295798864,1.759834481798758,-3.2038392733819894,0.7156204617466612,1.4674860739858535,-4.115675161958664,0.8327984220141446,1.324728762743224,-4.328103085446394,0.9222258245955971,1.2629082014108417,-4.87588394586487
a122_PV_decomposed,absent,0.8251701469470134,1.2602723905174544,-4.519036288914394,0.9072045423634798,0.9050348572531185,-4.764990944502549,0.9481725308942289,0.9533642648153958,-4.813946672611434,0.9770745291051359,0.3076689322246282,-5.208507983207785
a123_AV_decomposed,absent,0.6790254337867986,1.8349105877966547,-4.4208381782377915,0.7293768550113277,1.3302304669732525,-4.639422588931271,0.8055365982506653,0.5940577523189648,-4.730042543099349,0.880011044329967,0.31074855426272485,-5.251467663046502
a123_MV_decomposed,absent,0.7253343319723915,0.8211480889981455,-5.021498002808554,0.7877854362615919,0.23808089697933477,-5.39149594346627,0.8740285268045304,0.18154120982815664,-5.647166215696976,0.9732703306062238,0.13860590330097053,-5.999996414512393
a123_PV_decomposed,absent,0.5720231738115193,1.6714046361832073,-3.526073369707264,0.6850382566344475,1.554492757627731,-4.318946184097691,0.8328567547761057,0.9596484309322684,-5.217997025289216,0.8951878060977219,0.7871254785145757,-5.306700693245092
a123_TV_decomposed,absent,0.5860454517880695,1.3918682291102193,-4.04852604083191,0.8057007719543096,0.7237680665162688,-5.106781074048981,0.8916270618253022,0.3183467404012843,-5.6310939306645595,0.9446431520512102,0.2788699351777696,-5.814403532394604
a124_AV_decomposed,absent,0.5645099086421349,1.5689465510792064,-2.2599404476725447,0.6750007589041258,1.1634034733013148,-2.935388025203131,0.8067595178293882,1.4513579544668451,-3.3623034513627195,0.9219455049046676,1.0312601066385976,-3.6062254385947377
a124_MV_decomposed,absent,0.5841381403867797,1.7863435952548299,-2.9190494849236677,0.7099010766698242,1.0542122011439017,-3.3656911998432006,0.7857237844589725,1.4055521777242452,-3.4559506820050725,0.902616972137392,1.2073075302173526,-3.599869520386158
a124_PV_decomposed,absent,0.586952964835762,1.9013889348052297,-2.696486632903203,0.7373205818802858,1.5859922938593487,-3.1701060070966296,0.8484302425715612,0.9071661097297773,-3.45494233431816,0.9237916884919839,0.6830008685084599,-3.5699028105480384
a125_AV_decomposed,absent,0.5423472915147416,1.9978085871825983,-3.1542660005414422,0.6546428629849987,1.7561454755872774,-3.6587198639533938,0.7101458661947884,1.677011337266702,-3.9070893547530874,0.7810222105410746,1.403228651582055,-4.1937999721117984
a125_MV_decomposed,absent,0.5669777733481641,1.6772605087727188,-2.687368312279771,0.6339446843557196,1.5458651084164405,-3.1944103513826088,0.7077939979155269,1.5213638028716765,-3.5182590163447154,0.9258555287859201,0.7521883264926087,-4.446784659912882
a125_PV_decomposed,absent,0.5767533327282521,2.023056822268944,-3.0411508234380635,0.616609462561973,1.6772762715741292,-3.245722257882072,0.6777699509550379,1.6381137124106853,-3.4684926484879055,0.8721544183495215,1.1032930060069788,-4.676644472041043
a125_TV_decomposed,absent,0.5071808981123379,1.8435214037863814,-3.395769474177956,0.6034620349460089,1.6202811669271449,-3.0786019507310973,0.6498892327372677,1.3404271361883109,-3.382865836164296,0.7096069409923563,1.2553858686995298,-3.6890849375566086
a126_AV_decomposed,absent,0.5805853050046168,1.7531446331001188,-3.2983597160627305,0.6440567269027948,1.6066328615063799,-3.5813450507818434,0.8826998253446888,0.9246897917767347,-4.229660331893009,0.94027086235483,0.8928001937055261,-4.413787368589074
a126_MV_decomposed,absent,0.5349533392282417,0.5020919437972288,-4.182266147458521,0.5586795038874875,0.9551712704011602,-4.235573281066546,0.8730305686129701,0.5714673204814665,-5.360092296966756,0.9749062411195744,0.26928266121974237,-5.611176186857743
a126_TV_decomposed,absent,0.5786094565639176,1.830367960479904,-3.095316074181625,0.8714668760176154,1.1457850921559267,-4.276059292809491,0.9337004669834851,0.7948092767028251,-4.365628798029911,0.9946394652481035,0.7903137965409874,-4.459566812046272
a127_PV_decomposed,absent,0.5388333895065206,1.756477655083305,-3.361060590452098,0.5718992676998158,1.624990325441522,-3.429003022773429,0.6769144143065801,1.4165215057518978,-4.218001479352288,0.9404556429449769,0.5557987076868742,-5.457484781182326
a128_AV_1_decomposed,absent,0.6454663541903595,1.5531809163392967,-4.422102910804006,0.7916798298954786,0.8070630633330703,-5.421822444396288,0.8873216140466723,0.7162396298831931,-5.838516909734955,0.9699361209680734,0.23259891466763652,-6.109078112966967
a128_AV_2_decomposed,absent,0.7448363646876066,0.7731106646247957,-3.8286890131141353,0.8279969836377179,0.2650238470892514,-4.082802068044102,0.9138054811550796,0.26330683506174807,-4.131758341247955,0.9820101810338532,0.2616872927616182,-4.502549912390102
a128_MV_1_decomposed,absent,0.50044733437511,1.6708068588101357,-3.6078094883328617,0.7809422387703955,1.0358990397538665,-4.981076373701989,0.8816358874779394,1.2567632938555562,-4.893450077210798,0.942538365453718,1.4851094940693823,-5.1650064690743305
a128_MV_2_decomposed,absent,0.5542132479891143,1.1879921323375153,-1.518289311994529,0.647954460752728,1.5768617419993605,-2.0205681186285647,0.7909718995678744,1.7611643486496185,-2.1545033501748474,0.914678413492015,1.7173268744450259,-2.1549207972412487
a128_PV_decomposed,absent,0.7553760903122333,0.6538663051691413,-5.635538411889148,0.8289294687145277,0.23537129646438337,-5.769025240095416,0.9240572818748333,0.9032824183611423,-5.845548607402203,0.9876509703073935,0.5662278574468689,-6.333062644230771
a128_TV_decomposed,absent,0.754390800336296,1.3244061246319978,-5.133389251326082,0.8935409781933038,0.9667680906398595,-5.331127283702702,0.9587558557581526,0.3772427497648434,-5.681352304458431,0.9945628289578682,0.5511405522589311,-5.7874053236678416
a129_AV_decomposed,absent,0.5094797287805272,2.142931494969019,-2.5582007780316305,0.6016060700153752,1.8176389172156404,-2.997754018943035,0.6899060872918394,1.8301203371002668,-3.5028367359840207,0.9265580258278461,0.9638366140898086,-4.737893484211608
a129_MV_decomposed,absent,0.5610162434355155,1.7664873661271183,-2.5783505870392567,0.619287679673348,1.5959013267164555,-3.1911144734397743,0.7041435766616222,1.011600911678463,-3.740059738551908,0.7967446446640553,1.2690066296093787,-4.0125084238074935
a129_PV_decomposed,absent,0.5765344736875477,1.7695856117335147,-2.5465997925880126,0.6233636530327917,1.6355101527437805,-3.0917715896065685,0.682219808831174,1.2440604701948854,-3.4910522682236236,0.755476466851729,1.1370691260456296,-3.7060212173216716
a129_TV_decomposed,absent,0.5941192601369393,1.8029483971456848,-3.3296564371506907,0.652248860055639,1.582564894182929,-3.0708641308506497,0.7416743810162987,1.1115959217297475,-3.8147710333134155,0.9191450591716425,0.832596860591902,-4.659654600534139
a12_AV_decomposed,absent,0.6404994268101065,1.1403456616121221,-3.1921093006818344,0.735570521398784,0.8527312576083982,-3.3865038860021057,0.890235914220788,0.5992882656213336,-3.787665966265423,0.9671320956232938,0.5624688569178254,-4.026489428569151
